N,assumption,option,experiment,dgp_name,rmse,nmse,mse,variance
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.004466707921012363,9.91815830639391e-05,1.9951479651634586e-05,0.20116113330004548
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0022990013466726513,2.6260743991311994e-05,5.285407192002663e-06,0.20126646806926976
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.001981866157464787,1.9489842637437412e-05,3.927793466104239e-06,0.20153028114036523
12800,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002844269871017935,4.017852661550633e-05,8.08987109918038e-06,0.20134812748604397
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.003626760945503916,6.536734199758756e-05,1.315339495583246e-05,0.20122272917748282
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.003700432930081003,6.806859795828227e-05,1.3693203870027877e-05,0.20116770846991938
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002212956415037283,2.4322229839563555e-05,4.897176094854663e-06,0.20134568775798312
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0025537163248812405,3.233325939664773e-05,6.5214670679649495e-06,0.20169531898912385
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0019985301993992186,1.9829648246345542e-05,3.9941229579106804e-06,0.201421775529819
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0018433565459273682,1.6874483611371223e-05,3.397963355413277e-06,0.2013669534233029
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0024592461638465865,3.002853451368771e-05,6.047891694394152e-06,0.20140482352335182
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002374974835981985,2.8028082107974e-05,5.640505471547657e-06,0.20124478905900348
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0010005225304853189,4.972795294985307e-06,1.0010453340087458e-06,0.20130435190409413
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.00445630090288582,9.87395082015437e-05,1.9858617737060972e-05,0.20112129479646831
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002671978189839507,3.5452837017114174e-05,7.13946744697801e-06,0.2013792984615468
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.00425531751930533,8.994861467834414e-05,1.810772719010687e-05,0.201311907413583
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.00513373021486741,0.00013067579410750178,2.6355185919042586e-05,0.20168376323285414
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0021897135005659284,2.3824250917677658e-05,4.794845214560692e-06,0.20125901255526585
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0037897899088286495,7.135274760087773e-05,1.4362507553059464e-05,0.2012887805442097
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0030827405106816914,4.7139010328616994e-05,9.503289056198015e-06,0.2016013698622092
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.005089383464446939,0.00012878704758821844,2.5901824048185924e-05,0.20112134359197353
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002158736192867966,2.3151793347105562e-05,4.66014195039808e-06,0.2012864351599221
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.002747001584920511,3.749262852744397e-05,7.5460177075558e-06,0.2012667023874371
25600,lagged,parametric,raw,lagged_shared_easy_linear_last_lag,0.0024795902132386137,3.0566822676587645e-05,6.148367625588713e-06,0.20114513342265025
