rep,setting,assumption,hypothesis,method,lag,source_t,pvalue,reject,stat,statistic
28,power,static,H0,TWFE,,5,0.9955402657022794,0,-0.0015291440554310225,likelihood
29,power,static,H0,RV,,1,0.15282392026578073,0,0.7738323233897129,likelihood
29,power,static,H0,TWFE,,1,0.6023937740618884,0,-0.14018509866915785,likelihood
29,power,static,H0,RV,,2,0.16943521594684385,0,0.4386377670342164,likelihood
29,power,static,H0,TWFE,,2,0.6023937740618884,0,-0.14018509866915785,likelihood
29,power,static,H0,RV,,3,0.13953488372093023,0,0.25269208584242026,likelihood
29,power,static,H0,TWFE,,3,0.6023937740618884,0,-0.14018509866915785,likelihood
29,power,static,H0,RV,,4,0.013289036544850499,1,1.7683245726054604,likelihood
29,power,static,H0,TWFE,,4,0.6023937740618884,0,-0.14018509866915785,likelihood
29,power,static,H0,RV,,5,0.14950166112956811,0,0.12427824106936196,likelihood
29,power,static,H0,TWFE,,5,0.6023937740618884,0,-0.14018509866915785,likelihood
30,power,static,H0,RV,,1,0.6744186046511628,0,-1.0909170814900002,likelihood
30,power,static,H0,TWFE,,1,0.07011076568130523,1,-0.5904744060137621,likelihood
30,power,static,H0,RV,,2,0.8338870431893688,0,-1.8787825368078255,likelihood
30,power,static,H0,TWFE,,2,0.07011076568130523,1,-0.5904744060137621,likelihood
30,power,static,H0,RV,,3,0.8372093023255814,0,-1.3953995002288286,likelihood
30,power,static,H0,TWFE,,3,0.07011076568130523,1,-0.5904744060137621,likelihood
30,power,static,H0,RV,,4,0.8438538205980066,0,-1.8234815425190505,likelihood
30,power,static,H0,TWFE,,4,0.07011076568130523,1,-0.5904744060137621,likelihood
30,power,static,H0,RV,,5,0.8637873754152824,0,-2.6440133499377594,likelihood
30,power,static,H0,TWFE,,5,0.07011076568130523,1,-0.5904744060137621,likelihood
31,power,static,H0,RV,,1,0.23920265780730898,0,-0.14708720859226898,likelihood
31,power,static,H0,TWFE,,1,0.03276318911310915,1,-0.6978414186484044,likelihood
31,power,static,H0,RV,,2,0.3388704318936877,0,2.239189638732695,likelihood
31,power,static,H0,TWFE,,2,0.03276318911310915,1,-0.6978414186484044,likelihood
31,power,static,H0,RV,,3,0.42857142857142855,0,-0.28663092482589025,likelihood
31,power,static,H0,TWFE,,3,0.03276318911310915,1,-0.6978414186484044,likelihood
31,power,static,H0,RV,,4,0.006644518272425249,1,2.396654454210414,likelihood
31,power,static,H0,TWFE,,4,0.03276318911310915,1,-0.6978414186484044,likelihood
31,power,static,H0,RV,,5,0.18272425249169436,0,1.9249650320673495,likelihood
31,power,static,H0,TWFE,,5,0.03276318911310915,1,-0.6978414186484044,likelihood
32,power,static,H0,RV,,1,0.009966777408637873,1,0.5020481556019735,likelihood
32,power,static,H0,TWFE,,1,0.1468714039194896,0,-0.37102392609066526,likelihood
32,power,static,H0,RV,,2,0.019933554817275746,1,2.0367546773350815,likelihood
32,power,static,H0,TWFE,,2,0.1468714039194896,0,-0.37102392609066526,likelihood
32,power,static,H0,RV,,3,0.03322259136212625,1,-0.6470291373202401,likelihood
32,power,static,H0,TWFE,,3,0.1468714039194896,0,-0.37102392609066526,likelihood
32,power,static,H0,RV,,4,0.0033222591362126247,1,2.3389837359963606,likelihood
32,power,static,H0,TWFE,,4,0.1468714039194896,0,-0.37102392609066526,likelihood
32,power,static,H0,RV,,5,0.013289036544850499,1,0.5250568983124788,likelihood
32,power,static,H0,TWFE,,5,0.1468714039194896,0,-0.37102392609066526,likelihood
