rep,N,assumption,option,experiment,dgp_name,mu_rmse,mu_nmse,mu_mse,mu_variance,moment_rmse,moment_nmse,moment_mse,moment_variance,tau_rmse,tau_nmse,tau_mse,tau_variance,mu_config,moment_config
7,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019653467491118626,0.0019193480051362143,0.0003862587844244566,0.20124478905900348,0.004040314675226168,0.0027936283288450365,1.6324142674847934e-05,0.005843348059688665,0.05641672288061149,0.0006043231492554556,0.003182846620587712,5.266795793788597,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
8,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.020214307118283186,0.002029852849216837,0.00040861821227227427,0.20130435190409413,0.0031285027107216634,0.0016729197488006197,9.787529210992795e-06,0.00585056708070417,0.03981678815369244,0.0003011724874696497,0.0015853766188760224,5.264015422510288,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
9,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02035532200329958,0.0020601455170488883,0.00041433913385801214,0.20112129479646831,0.004403209051122259,0.0033160715906845268,1.938824994788499e-05,0.005846752525593915,0.052840715345471405,0.0005303294500945091,0.002792141198221137,5.264918246051684,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
10,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.018045140495779446,0.0016169839601194035,0.00032562709551241925,0.2013792984615468,0.003830709003375065,0.002505680524824433,1.4674331468538781e-05,0.005856425559107131,0.04838963162232954,0.00044500494096829946,0.0023415564485447546,5.26186617939498,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
11,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.021878468526253757,0.0023777400512672276,0.00047866738505427623,0.201311907413583,0.003272701472476842,0.0018322476829977093,1.0710574927952091e-05,0.005845593380928009,0.04701621055933784,0.0004197640452289587,0.002210524055359991,5.266110998511722,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
12,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.01823659955891695,0.0016489853131524367,0.0003325735634722899,0.20168376323285414,0.0037878973518161692,0.0024474935523804238,1.4348166347895947e-05,0.005862391888199652,0.06089187302497281,0.0007048375305358462,0.0037078202004894112,5.260531739379109,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
13,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.018940326898681074,0.0017824592224429839,0.0003587359830289019,0.20125901255526585,0.003823437088482478,0.002501111882000654,1.461867116958337e-05,0.005844868946002452,0.056750923854027045,0.0006115715260853349,0.0032206673582855757,5.266215349987016,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
14,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.02095027729391039,0.0021805195376765527,0.00043891411869173726,0.2012887805442097,0.0035030461266057156,0.0021019271698425462,1.2271332165127306e-05,0.0058381338522050415,0.050445828678094995,0.00048295994384946596,0.002544781631019711,5.269136008954183,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
15,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.020522631278677914,0.0020891643488753905,0.00042117839460056904,0.2016013698622092,0.003373160793565051,0.0019432606002162806,1.1378213739244404e-05,0.0058552176367791505,0.0667732697638303,0.0008471416755053652,0.0044586695549532545,5.263192313485723,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
16,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.018364697719125224,0.0016769086576861095,0.00033726212231484316,0.20112134359197353,0.004053977092818248,0.0028138934712482254,1.6434730269095092e-05,0.005840565905220552,0.09403693030897942,0.00167877595306826,0.008842944261935852,5.2674951924191,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
17,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.01969499260544448,0.0019270684257502598,0.0003878927337285128,0.2012864351599221,0.004451111130505079,0.0033898385160031083,1.98123902961062e-05,0.005844641331017325,0.06590397038983563,0.0008247233579276163,0.004343333313144332,5.2664123931912865,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
18,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.01906680125720746,0.0018062744898658415,0.0003635429101818481,0.2012667023874371,0.004119750623715104,0.002900585472118473,1.6972345201600987e-05,0.005851351516700887,0.061511955358335396,0.00071885340855368,0.003783720652005847,5.263549712616128,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
19,25600,lagged,nonparametric,raw,lagged_shared_easy_linear_last_lag,0.019802306659759784,0.0019494945881848023,0.00039213134904716665,0.20114513342265025,0.003605670584827888,0.0022241797810389884,1.3000860366293083e-05,0.00584523808602376,0.08796607321170348,0.0014695334903847993,0.007738030036286777,5.265637079329553,"{'n_estimators': 40, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}","{'n_estimators': 60, 'learning_rate': 0.1, 'max_depth': 1, 'subsample': 1.0, 'min_samples_leaf': 50}"
