rep,setting,assumption,method,stage,target,time,time_s,time_t,rmse,relative_rmse,bias,mae,corr,mean_est,mean_true,sd_est,sd_true
83,power,lagged,RC,moment,offdiag_t5_s4,,4.0,5.0,0.47505471050439024,0.6463532832692394,-0.31417292439850086,0.32625506060348886,0.9424808449078965,0.22049310711509912,0.5346660315135999,0.16135985902819863,0.5043046979633511
83,power,lagged,RC,moment_raw,offdiag_raw_all,,,,4.422879819029307,11.75989868524315,-0.12265424148619049,0.46430595234815664,0.09718628852861835,0.10481552442740952,0.2274697659136,4.440226429998562,0.2995122023700268
84,power,lagged,RC,mu,all_periods,,,,0.6240512968644086,0.0990142252576081,-0.010861216018215165,0.23308334776742604,0.9832412545107637,5.282012946180404,5.292874162198619,3.3517660569542516,3.421810886459691
84,power,lagged,RC,mu,period_1,1.0,,,0.5118943596201242,0.07706910403500754,-0.03230880243008095,0.1925282714788715,0.9896839719863035,5.576863197618992,5.609172000049074,3.484869303119871,3.557188457299274
84,power,lagged,RC,mu,period_2,2.0,,,0.28427056145664115,0.050546292710788865,-0.0196522722945615,0.18662449062901318,0.9736079732653619,5.471987590937078,5.491639863231639,1.2425079827111047,1.2127941152120933
84,power,lagged,RC,mu,period_3,3.0,,,0.2641599285867792,0.04924195182958499,0.042247632516422155,0.180761495511057,0.9239123571950622,5.368033995203728,5.325786362687306,0.6804226526942826,0.6435696549739367
84,power,lagged,RC,mu,period_4,4.0,,,0.5735900368078964,0.09626238181178305,-0.02644138172028496,0.2468167518012607,0.9820847019977774,5.0992506768325,5.125692058552786,2.9623574460156434,3.0384732577238793
84,power,lagged,RC,mu,period_5,5.0,,,1.097983843174718,0.14344712818095617,-0.0181512561625706,0.3586857294169279,0.9823682829318859,4.8939292703097195,4.912080526472289,5.73851584363832,5.870212841137995
84,power,lagged,RC,moment,offdiag_all,,,,0.223891502766209,0.5953002335015534,-0.117749789161858,0.12613092044156757,0.9205628566450504,0.10971997675174198,0.2274697659136,0.12546587137175436,0.2995122023700268
84,power,lagged,RC,moment,offdiag_t2_s1,,1.0,2.0,0.03738528658341231,0.5211134737792996,-0.02222587116519489,0.029381238078293508,0.9209611488234002,0.03430742230040511,0.0565332934656,0.016029536345761552,0.04416764852654527
